provider_id,provider_name,provider_type,provider_website,source_title,source_link,source_type,student_type,study_stage,fee_year,matched_keywords,source_score,last_checked,http_status,notes,validation_status,validation_score,validation_reason,validated_title,validated_student_type,validated_study_stage,validated_fee_year,final_url,content_type,page_snippet,display_title,display_student_type,display_fee_year,canonical_source_link,refined_bucket,refined_reason,refined_score,source_quality
7007.0,University of Otago,University,http://www.otago.ac.nz/,International tuition fees,https://www.otago.ac.nz/study/fees/international-tuition-fees,HTML,International,Unknown,Unknown,fee;fees;tuition;tuition fee,102,2026-05-15,200,[clean] direct fee HTML page,validated,76,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;student_type_signal,International student tuition fees | University of Otago,International,Unknown,Unknown,https://www.otago.ac.nz/study/fees/international-tuition-fees,text/html; charset=utf-8,International student tuition fees | University of Otago Red X icon Green tick icon Yellow tick icon Skip to main content Skip to side navigation --> Current students Staff Alumni Library Contact --> --> Home Clear search Toggle search --> --> --> Ope,International student tuition fees | University of Otago,International,Unknown,https://otago.ac.nz/study/fees/international-tuition-fees,clean,direct fee HTML page,81.0,clean
7002.0,University of Waikato,University,http://www.waikato.ac.nz/,Switch to international,https://www.waikato.ac.nz/int/study/fees-costs/,HTML,International,Unknown,Unknown,fee;fees;tuition;cost;costs;tuition fee,60,2026-05-15,200,[clean] direct fee HTML page,validated,76,text_kw:fee;text_kw:fees;text_kw:cost;text_kw:costs;strong_text:\bfees?\s+and\s+costs?\b;student_type_signal,Fees and costs :: University of Waikato,International,Unknown,Unknown,https://www.waikato.ac.nz/int/study/fees-costs/,text/html; charset=utf-8,"lumni Library Donate Sign in Moodle MyWaikato MyWIL Te Hononga International Agents Library Account Microsoft 365 Home Study with us Home Study with us Fees and costs Plan your study finances at University of Waikato. Calculate tuition fees, living expenses, and explore funding options. Start your journey prepared. Tuition fees International tuition fees Approximate annual tuition fees and costs for international students enrolled in one year of full-time study. Paying your fees",Fees and costs :: University of Waikato,International,Unknown,https://waikato.ac.nz/int/study/fees-costs,clean,direct fee HTML page,81.0,clean
7002.0,University of Waikato,University,http://www.waikato.ac.nz/,Fees and costs,https://www.waikato.ac.nz/study/fees-costs/,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;cost;costs;tuition fee,77,2026-05-15,200,[clean] direct fee HTML page,validated,76,text_kw:fee;text_kw:fees;text_kw:cost;text_kw:costs;strong_text:\bfees?\s+and\s+costs?\b;student_type_signal,Fees and costs :: University of Waikato,Both,Unknown,Unknown,https://www.waikato.ac.nz/study/fees-costs/,text/html; charset=utf-8,"lumni Library Donate Sign in Moodle MyWaikato MyWIL Te Hononga International Agents Library Account Microsoft 365 Home Study with us Home Study with us Fees and costs Plan your study finances at University of Waikato. Calculate tuition fees, living expenses, and explore funding options. Start your journey prepared. New to tertiary study? See what the government's ""Fees-Free"" policy means for you . Tuition fees Domestic tuition fees Approximate annual tuition fees and costs for d",Fees and costs :: University of Waikato,Both,Unknown,https://waikato.ac.nz/study/fees-costs,clean,direct fee HTML page,81.0,clean
6006.0,Ara Institute of Canterbury,Institute of Technology/Polytechnic,http://www.ara.ac.nz/,Standard charges 2026,https://www.ara.ac.nz/siteassets/documents---home/study/fees/standard-charges-sheet-2026.pdf,PDF,Unknown,Unknown,2026,fee;fees,64,2026-05-14,200,[supporting] supporting fee-related material,validated,46,"url_kw:fee;url_kw:fees;strong_url:\bfees?\b.{0,60}\b202[0-9]\b;source_type:PDF;year_signal",Standard charges 2026,Unknown,Unknown,2026,https://www.ara.ac.nz/siteassets/documents---home/study/fees/standard-charges-sheet-2026.pdf,application/pdf,,Standard charges 2026,Unknown,2026,https://ara.ac.nz/siteassets/documents---home/study/fees/standard-charges-sheet-2026.pdf,supporting,supporting fee-related material,31.0,supporting
6006.0,Ara Institute of Canterbury,Institute of Technology/Polytechnic,http://www.ara.ac.nz/,International Prospectus 2026,https://www.ara.ac.nz/siteassets/documents---home/study/priority-learning-groups/international-students/international-brochures--study-guide/international-prospectus-2026.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-14,200,[supporting] supporting fee-related material,validated,32,source_type:PDF;year_signal;student_type_signal,International Prospectus 2026,International,Unknown,2026,https://www.ara.ac.nz/siteassets/documents---home/study/priority-learning-groups/international-students/international-brochures--study-guide/international-prospectus-2026.pdf,application/pdf,,International Prospectus 2026,International,2026,https://ara.ac.nz/siteassets/documents---home/study/priority-learning-groups/international-students/international-brochures--study-guide/international-prospectus-2026.pdf,supporting,supporting fee-related material,17.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,International Student Prospectus,https://www.aut.ac.nz/__data/assets/pdf_file/0010/598573/International-Student-Prospectus-2026-WEB.pdf,PDF,International,Unknown,2026,,36,2026-05-15,200,[supporting] supporting fee-related material,validated,32,source_type:PDF;year_signal;student_type_signal,International Student Prospectus,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0010/598573/International-Student-Prospectus-2026-WEB.pdf,application/pdf,,International Student Prospectus,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0010/598573/International-Student-Prospectus-2026-WEB.pdf,supporting,supporting fee-related material,17.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0004/1112188/AUT-International-Scholarships-BUSINESS-Regulations-S2-2026.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0004/1112188/AUT-International-Scholarships-BUSINESS-Regulations-S2-2026.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0004/1112188/AUT-International-Scholarships-BUSINESS-Regulations-S2-2026.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0005/1114349/AUT-International-Student-Accommodation-Scholarships-Regulations-Semester-2-2026.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0005/1114349/AUT-International-Student-Accommodation-Scholarships-Regulations-Semester-2-2026.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0005/1114349/AUT-International-Student-Accommodation-Scholarships-Regulations-Semester-2-2026.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0009/1110330/AUT-International-Scholarships-Southeast-Asia-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0009/1110330/AUT-International-Scholarships-Southeast-Asia-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0009/1110330/AUT-International-Scholarships-Southeast-Asia-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0013/1110334/AUT-International-Scholarships-North-Asia-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0013/1110334/AUT-International-Scholarships-North-Asia-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0013/1110334/AUT-International-Scholarships-North-Asia-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0014/1110335/AUT-International-Scholarships-Europe-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0014/1110335/AUT-International-Scholarships-Europe-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0014/1110335/AUT-International-Scholarships-Europe-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0015/1110336/AUT-International-Scholarships-DCT-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0015/1110336/AUT-International-Scholarships-DCT-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0015/1110336/AUT-International-Scholarships-DCT-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0016/1110337/AUT-International-Scholarships-FHES-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0016/1110337/AUT-International-Scholarships-FHES-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0016/1110337/AUT-International-Scholarships-FHES-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7008.0,Auckland University of Technology,University,http://www.aut.ac.nz/,More information,https://www.aut.ac.nz/__data/assets/pdf_file/0017/1110329/AUT-International-Scholarships-South-Asia-Regulations-S2-2026-Upfront.pdf,PDF,International,Unknown,2026,fee;fees,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,More information,International,Unknown,2026,https://www.aut.ac.nz/__data/assets/pdf_file/0017/1110329/AUT-International-Scholarships-South-Asia-Regulations-S2-2026-Upfront.pdf,application/pdf,,More information,International,2026,https://aut.ac.nz/__data/assets/pdf_file/0017/1110329/AUT-International-Scholarships-South-Asia-Regulations-S2-2026-Upfront.pdf,supporting,non-direct fee-related document,12.0,supporting
7154.0,Bay Learning Academy Limited,Private Training Establishment,http://www.baylearning.co.nz/,View course costs and fees,https://www.baylearning.co.nz/downloads/Course-Fees-From-1-January-2026-with20-discount.pdf,PDF,Unknown,Unknown,2026,fee;fees;cost;costs,105,2026-05-18,200,[supporting] non-direct fee-related document,validated,78,"text_kw:fee;text_kw:fees;text_kw:cost;text_kw:costs;strong_url:\bfees?\b.{0,60}\b202[0-9]\b;source_type:PDF;year_signal",View course costs and fees,Unknown,Unknown,2026,https://www.baylearning.co.nz/downloads/Course-Fees-From-1-January-2026-with20-discount.pdf,application/pdf,,View course costs and fees,Unknown,2026,https://baylearning.co.nz/downloads/Course-Fees-From-1-January-2026-with20-discount.pdf,supporting,non-direct fee-related document,58.0,supporting
7375.0,Bridge International College NZ Ltd,Private Training Establishment,http://bridge.ac.nz/,Fees and Intake Dates 2026,https://bridge.ac.nz/wp-content/uploads/2025/12/Bridge-Fees-2026_c.pdf,PDF,Unknown,Unknown,2025;2026,fee;fees,89,2026-05-18,200,[supporting] non-direct fee-related document,validated,88,"text_kw:fee;text_kw:fees;strong_url:\b202[0-9]\b.{0,60}\bfees?\b;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;source_type:PDF;year_signal",Fees and Intake Dates 2026,Unknown,Unknown,2025;2026,https://bridge.ac.nz/wp-content/uploads/2025/12/Bridge-Fees-2026_c.pdf,application/pdf,,Fees and Intake Dates 2026,Unknown,2025;2026,https://bridge.ac.nz/wp-content/uploads/2025/12/Bridge-Fees-2026_c.pdf,supporting,non-direct fee-related document,68.0,supporting
7021.0,Cavalli College Limited,Private Training Establishment,https://www.cavallicollege.nz/,Domestic Prospectus,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_Domestic_Prospectus_2026.pdf,PDF,Domestic,Unknown,2026,,36,2026-05-15,200,[supporting] supporting fee-related material,validated,32,source_type:PDF;year_signal;student_type_signal,Domestic Prospectus,Domestic,Unknown,2026,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_Domestic_Prospectus_2026.pdf,application/pdf,,Domestic Prospectus,Domestic,2026,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_Domestic_Prospectus_2026.pdf,supporting,supporting fee-related material,17.0,supporting
7021.0,Cavalli College Limited,Private Training Establishment,https://www.cavallicollege.nz/,International Prospectus,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_International_Prospectus_2026.pdf,PDF,International,Unknown,2026,,36,2026-05-15,200,[supporting] supporting fee-related material,validated,32,source_type:PDF;year_signal;student_type_signal,International Prospectus,International,Unknown,2026,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_International_Prospectus_2026.pdf,application/pdf,,International Prospectus,International,2026,https://cavallicollege.nz/wp-content/uploads/2026/03/CavalliCollege_International_Prospectus_2026.pdf,supporting,supporting fee-related material,17.0,supporting
7282.0,New Zealand College of Chinese Medicine Limited,Private Training Establishment,http://www.chinesemedicine.ac.nz/,2026 Full-time Fee Information,https://www.chinesemedicine.ac.nz/wp-content/uploads/2025/10/NZCCM-2026-fees_Final_DC.pdf,PDF,Unknown,Unknown,2025;2026,fee;fees,89,2026-05-18,200,[supporting] non-direct fee-related document,validated,70,"text_kw:fee;url_kw:fees;strong_text:\b202[0-9]\b.{0,60}\bfees?\b;source_type:PDF;year_signal",2026 Full-time Fee Information,Unknown,Unknown,2025;2026,https://www.chinesemedicine.ac.nz/wp-content/uploads/2025/10/NZCCM-2026-fees_Final_DC.pdf,application/pdf,,2026 Full-time Fee Information,Unknown,2025;2026,https://chinesemedicine.ac.nz/wp-content/uploads/2025/10/NZCCM-2026-fees_Final_DC.pdf,supporting,non-direct fee-related document,50.0,supporting
7005.0,University of Canterbury,University,http://www.canterbury.ac.nz/,2026 International Prospectus for the University of Canterbury,https://www.canterbury.ac.nz/content/dam/uoc-main-site/documents/pdfs/c-brochures/international-students/international-prospectus-uc.pdf,PDF,International,Unknown,2026,,36,2026-05-15,200,[supporting] supporting fee-related material,validated,32,source_type:PDF;year_signal;student_type_signal,2026 International Prospectus for the University of Canterbury,International,Unknown,2026,https://www.canterbury.ac.nz/content/dam/uoc-main-site/documents/pdfs/c-brochures/international-students/international-prospectus-uc.pdf,application/pdf,,2026 International Prospectus for the University of Canterbury,International,2026,https://canterbury.ac.nz/content/dam/uoc-main-site/documents/pdfs/c-brochures/international-students/international-prospectus-uc.pdf,supporting,supporting fee-related material,17.0,supporting
7002.0,University of Waikato,University,http://www.waikato.ac.nz/,Study Abroad & Exchange Guide (9.6 MB),https://www.waikato.ac.nz/assets/Uploads/Study-with-us/International/Study-Abroad-and-Exchange/Study-Abroad-Guide-2027.pdf,PDF,International,Unknown,2027,,36,2026-05-15,200,[supporting] non-direct fee-related document,validated,32,source_type:PDF;year_signal;student_type_signal,Study Abroad & Exchange Guide (9.6 MB),International,Unknown,2027,https://www.waikato.ac.nz/assets/Uploads/Study-with-us/International/Study-Abroad-and-Exchange/Study-Abroad-Guide-2027.pdf,application/pdf,,Study Abroad & Exchange Guide (9.6 MB),International,2027,https://waikato.ac.nz/assets/Uploads/Study-with-us/International/Study-Abroad-and-Exchange/Study-Abroad-Guide-2027.pdf,supporting,non-direct fee-related document,12.0,supporting
